id,area_type,availability,location,size,total_sqft,bath,balcony,price
9066,type_I,Ready To Move,Basavangudi,4 BHK,2453.0,3.0,2.0,250.0
9067,type_III,Ready To Move,Thurahalli,4 Bedroom,600.0,3.0,2.0,65.0
9068,type_I,Ready To Move,Whitefield,2 BHK,1320.0,2.0,3.0,79.5
9069,type_I,Ready To Move,Rachenahalli,3 BHK,1530.0,2.0,2.0,74.4
9070,type_I,Ready To Move,Banagiri Nagar,3 BHK,1525.0,2.0,2.0,91.48
9071,type_III,Ready To Move,NRI Layout,4 Bedroom,800.0,5.0,1.0,95.5
9072,type_I,Ready To Move,7th Phase JP Nagar,2 BHK,1200.0,2.0,2.0,62.5
9073,type_I,Ready To Move,Lavakusha Nagar,3 BHK,1780.0,3.0,1.0,100.0
9074,type_II,Ready To Move,Sarvabhouma Nagar,2 BHK,1012.0,2.0,0.0,42.0
9075,type_III,18-Dec,Whitefield,2 Bedroom,1200.0,2.0,1.0,45.0
9076,type_I,18-Jan,Bommanahalli,3 BHK,1300.0,3.0,2.0,45.0
9077,type_I,Ready To Move,Avalahalli,4 BHK,2996.0,4.0,3.0,200.0
9078,type_I,Ready To Move,Kothanur,3 BHK,1454.0,3.0,3.0,71.5
9079,type_III,Ready To Move,tc.palya,2 Bedroom,880.0,2.0,1.0,48.0
9080,type_I,20-Jan,Balagere,1 BHK,656.0,1.0,1.0,34.77
9081,type_I,Ready To Move,Sarjapur  Road,2 BHK,1418.0,2.0,2.0,78.0
9082,type_I,18-Jul,CV Raman Nagar,2 BHK,1392.0,2.0,1.0,95.0
9083,type_II,Ready To Move,Kasavanhalli,3 Bedroom,2100.0,3.0,3.0,110.0
9084,type_I,Ready To Move,Thanisandra,3 BHK,1573.0,3.0,2.0,115.0
9085,type_III,Ready To Move,Muthyala Nagar,4 Bedroom,1200.0,4.0,2.0,165.0
9086,type_II,Ready To Move,Abbigere,6 Bedroom,2200.0,6.0,2.0,68.0
9087,type_I,Ready To Move,Malleshwaram,3 BHK,2475.0,4.0,3.0,326.0
9088,type_I,18-May,Bommasandra,2 BHK,1035.0,2.0,1.0,41.43
9089,type_I,Ready To Move,Hebbal,2 BHK,1420.0,2.0,1.0,123.0
9090,type_III,Ready To Move,Budigere,4 Bedroom,1200.0,3.0,0.0,135.0
9091,type_I,Ready To Move,Harlur,3 BHK,1755.0,3.0,2.0,130.0
9092,type_I,Ready To Move,Whitefield,2 BHK,1160.0,2.0,1.0,67.0
9093,type_I,Ready To Move,Ashirvad Colony,2 BHK,1100.0,2.0,1.0,45.0
9094,type_I,18-Aug,Ananth Nagar,1 BHK,500.0,1.0,1.0,14.0
9095,type_I,Ready To Move,Sarjapur  Road,3 BHK,1850.0,3.0,2.0,140.0
9096,type_I,19-Mar,Whitefield,2 BHK,1216.0,2.0,1.0,82.0
9097,type_II,Ready To Move,Singasandra,1 Bedroom,600.0,1.0,0.0,45.0
9098,type_II,Ready To Move,2nd Block Hrbr Layout,3 BHK,1480.0,3.0,2.0,90.0
9099,type_I,Ready To Move,MLA Layout,2 BHK,1050.0,2.0,1.0,36.0
9100,type_I,Ready To Move,Whitefield,3 BHK,1700.0,3.0,1.0,140.0
9101,type_I,Ready To Move,Balagere,2 BHK,1205.0,2.0,1.0,79.0
9102,type_III,Ready To Move,Sector 3 HSR Layout,9 Bedroom,600.0,9.0,3.0,190.0
9103,type_I,Ready To Move,Chikkalasandra,2 BHK,1090.0,2.0,1.0,47.42
9104,type_I,Ready To Move,Yeshwanthpur,2 BHK,1165.0,2.0,1.0,85.0
9105,type_I,Ready To Move,OMBR Layout,3 BHK,2420.0,3.0,2.0,185.0
9106,type_I,Ready To Move,Koramangala,3 BHK,1744.0,4.0,1.0,210.0
9107,type_I,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,1.0,33.0
9108,type_III,Ready To Move,Vijayanagar,2 Bedroom,1380.0,2.0,0.0,225.0
9109,type_I,18-Dec,Dommasandra,2 BHK,674.0,1.0,1.0,19.9
9110,type_I,Ready To Move,Haralur Road,4 BHK,3700.0,4.0,2.0,325.0
9111,type_I,Ready To Move,Ramagondanahalli,2 BHK,1295.0,2.0,2.0,95.0
9112,type_III,18-Aug,Whitefield,2 Bedroom,1200.0,2.0,1.0,45.0
9113,type_II,Ready To Move,7th Phase JP Nagar,2 BHK,850.0,2.0,2.0,42.0
9114,type_I,Ready To Move,Lake City,2 BHK,750.0,2.0,1.0,28.0
9115,type_I,Ready To Move,Gubbalala,3 BHK,1470.0,2.0,2.0,82.0
9116,type_I,Ready To Move,Pai Layout,3 BHK,1510.0,2.0,2.0,65.0
9117,type_III,Ready To Move,Electronic City,3 Bedroom,1200.0,3.0,2.0,150.0
9118,type_I,Ready To Move,Kaggalipura,3 BHK,1210.0,2.0,1.0,58.0
9119,type_I,Ready To Move,Malleshpalya,3 BHK,1430.0,2.0,1.0,69.5
9120,type_II,Ready To Move,Hosapalya,8 Bedroom,2500.0,8.0,3.0,95.0
9121,type_I,Ready To Move,Kambipura,2 BHK,883.0,2.0,1.0,37.0
9122,type_I,Ready To Move,Kanakpura Road,3 BHK,1450.0,3.0,3.0,54.3
9123,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1165.0,2.0,1.0,45.0
9124,type_I,Ready To Move,cooketown,3 BHK,1800.0,3.0,3.0,192.0
9125,type_I,Ready To Move,Sarjapur  Road,2 BHK,1140.0,2.0,1.0,40.0
9126,type_I,Ready To Move,Uttarahalli,2 BHK,1150.0,2.0,2.0,70.0
9127,type_I,Ready To Move,Varthur,3 BHK,2145.0,3.0,2.0,165.0
9128,type_I,18-Mar,Akshaya Nagar,3 BHK,1360.0,2.0,2.0,85.0
9129,type_II,Ready To Move,Hosakerehalli,1 Bedroom,1200.0,1.0,0.0,150.0
9130,type_II,Ready To Move,8th Block Jayanagar,6 Bedroom,2000.0,6.0,3.0,300.0
9131,type_II,Ready To Move,Harohalli,2 BHK,1305.0,2.0,2.0,52.0
9132,type_I,17-Oct,Bellandur,4 BHK,2025.0,4.0,3.0,109.0
9133,type_I,Ready To Move,Sarjapur  Road,3 BHK,2070.0,4.0,2.0,160.0
9134,type_I,Ready To Move,7th Phase JP Nagar,2 BHK,1175.0,2.0,1.0,82.0
9135,type_II,Ready To Move,Kengeri,2 BHK,1000.0,2.0,1.0,25.0
9136,type_III,18-Apr,Nagarbhavi,3 Bedroom,1200.0,3.0,2.0,228.0
9137,type_I,18-Dec,Tunganagara,3 BHK,1270.0,2.0,1.0,35.56
9138,type_I,Ready To Move,Thirupalya,2 BHK,1025.0,2.0,1.0,65.0
9139,type_I,Ready To Move,Frazer Town,3 BHK,1700.0,3.0,1.0,180.0
9140,type_I,Ready To Move,Uttarahalli,3 BHK,1290.0,2.0,3.0,56.12
9141,type_I,Ready To Move,Kudlu,2 BHK,1143.0,2.0,1.0,55.0
9142,type_I,Ready To Move,Lake City,1 BHK,600.0,1.0,1.0,22.8
9143,type_I,Ready To Move,Haralur Road,2 BHK,1027.0,2.0,2.0,43.0
9144,type_I,Ready To Move,Kanakpura Road,2 BHK,950.0,2.0,1.0,45.0
9145,type_I,Ready To Move,Lakshminarayana Pura,2 BHK,1200.0,2.0,2.0,75.0
9146,type_I,Ready To Move,Bharathi Nagar,2 BHK,1351.0,2.0,2.0,74.0
9147,type_I,Ready To Move,Sarjapur  Road,3 BHK,1660.0,3.0,2.0,116.0
9148,type_II,Ready To Move,Ramamurthy Nagar,3 BHK,1525.0,3.0,1.0,100.0
9149,type_II,Ready To Move,Infantry Road,4 BHK,2170.0,3.0,2.0,265.0
9150,type_I,Ready To Move,Sarjapur  Road,3 BHK,1691.0,3.0,2.0,93.01
9151,type_I,Ready To Move,Vadarpalya,2 BHK,1141.0,2.0,0.0,62.0
9152,type_I,Ready To Move,Whitefield,2 BHK,1230.0,2.0,2.0,59.0
9153,type_I,Ready To Move,Whitefield,3 BHK,2023.0,4.0,2.0,130.0
9154,type_I,Ready To Move,HSR Layout,2 BHK,1145.0,2.0,2.0,46.0
9155,type_I,Ready To Move,Haralur Road,2 BHK,1243.0,2.0,2.0,46.0
9156,type_I,Ready To Move,BTM 2nd Stage,2 BHK,1274.0,2.0,2.0,70.0
9157,type_III,Ready To Move,Gandhi Bazar,6 Bedroom,1020.0,6.0,,370.0
9158,type_I,Ready To Move,Kothannur,3 BHK,1215.0,2.0,3.0,48.6
9159,type_I,Ready To Move,Old Madras Road,4 BHK,3630.0,6.0,1.0,195.0
9160,type_I,21-Dec,Kanakpura Road,2 BHK,700.0,2.0,1.0,34.98
9161,type_III,Ready To Move,Horamavu Agara,4 Bedroom,1200.0,2.0,0.0,95.0
9162,type_II,Ready To Move,Venkatapura,3 Bedroom,5720.0,3.0,0.0,350.0
9163,type_II,Ready To Move,Kothanur,1 Bedroom,627.0,1.0,1.0,30.0
9164,type_I,18-Apr,Kodigehalli,2 BHK,1086.0,2.0,1.0,33.66
9165,type_I,Ready To Move,Nagavara,3 BHK,2400.0,3.0,3.0,251.0
9166,type_II,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,1.0,33.0
9167,type_I,Ready To Move,Bellandur,2 BHK,1185.0,2.0,1.0,47.39
9168,type_I,Ready To Move,Yelahanka,3 BHK,1590.0,2.0,1.0,54.0
9169,type_II,Ready To Move,Margondanahalli,2 Bedroom,1200.0,1.0,0.0,53.0
9170,type_I,Ready To Move,Shankarapuram,2 BHK,925.0,2.0,1.0,100.0
9171,type_I,Ready To Move,Singasandra,2 BHK,1120.0,2.0,1.0,60.0
9172,type_II,18-Dec,Electronic City,2 BHK,1125.0,2.0,1.0,32.5
9173,type_I,Ready To Move,Chandapura,3 BHK,1095.0,2.0,2.0,32.0
9174,type_I,18-May,Virat Nagar,2 BHK,1110.0,2.0,2.0,52.0
9175,type_I,Ready To Move,Uttarahalli,2 BHK,1075.0,2.0,1.0,46.76
9176,type_I,19-Dec,Anjanapura,3 BHK,1347.0,2.0,1.0,37.72
9177,type_I,18-Dec,Kengeri,2 BHK,927.0,2.0,2.0,37.0
9178,type_I,Ready To Move,Yeshwanthpur Industrial Suburb,3 BHK,2100.0,3.0,2.0,240.0
9179,type_I,18-Dec,Hosa Road,2 BHK,1161.0,2.0,1.0,48.75
9180,type_I,Ready To Move,Harlur,3 BHK,1749.0,3.0,2.0,112.0
9181,type_I,Ready To Move,Subramanyapura,3 BHK,1880.0,3.0,2.0,110.0
9182,type_II,Ready To Move,7th Block Jayanagar,5 Bedroom,3000.0,3.0,1.0,528.0
9183,type_I,Ready To Move,Vijayanagar,2 BHK,920.0,2.0,2.0,60.0
9184,type_III,18-Dec,Chikka Tirupathi,4 Bedroom,3500.0,5.0,3.0,150.0
9185,type_I,Ready To Move,Marathahalli,3 BHK,1730.0,3.0,3.0,139.0
9186,type_II,Ready To Move,Begur Road,2 BHK,1200.0,2.0,2.0,44.73
9187,type_II,18-Dec,Huskur,2 BHK,1125.0,2.0,1.0,32.49
9188,type_I,Ready To Move,Dodda Nekkundi Extension,2 BHK,1148.0,2.0,2.0,69.0
9189,type_I,18-Aug,Hongasandra,2 BHK,1150.0,2.0,2.0,49.0
9190,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,2.0,38.55
9191,type_II,Ready To Move,Kallumantapa,2 BHK,1050.0,2.0,1.0,55.0
9192,type_I,Ready To Move,Jalahalli,3 BHK,1470.0,2.0,3.0,102.0
9193,type_I,19-Dec,Jalahalli,2 BHK,1035.0,2.0,1.0,31.05
9194,type_I,19-May,Thanisandra,3 BHK,1795.0,3.0,2.0,140.0
9195,type_I,Ready To Move,Sarjapur  Road,3 BHK,1222.0,2.0,1.0,68.0
9196,type_II,Ready To Move,Hulimavu,2 Bedroom,1050.0,2.0,2.0,125.0
9197,type_I,Ready To Move,Yelahanka,2 BHK,1075.0,2.0,1.0,51.5
9198,type_I,Ready To Move,Rajaji Nagar,3 BHK,2559.0,3.0,2.0,403.0
9199,type_III,Ready To Move,5th Phase JP Nagar,4 Bedroom,2400.0,4.0,1.0,228.0
9200,type_I,Ready To Move,Ankappa Layout,2 BHK,1105.0,2.0,2.0,50.0
9201,type_I,Ready To Move,Ambedkar Nagar,3 BHK,1936.0,4.0,2.0,126.0
9202,type_I,Ready To Move,Hennur Road,3 BHK,1975.0,3.0,3.0,123.0
9203,type_I,Ready To Move,Uttarahalli,2 BHK,1155.0,2.0,2.0,40.43
9204,type_III,17-Aug,KR Puram,5 Bedroom,1200.0,5.0,1.0,125.0
9205,type_I,Ready To Move,Amruthahalli,2 BHK,1190.0,2.0,2.0,50.0
9206,type_II,20-Dec,Whitefield,2 BHK,1173.0,2.0,1.0,60.0
9207,type_I,18-Dec,Hennur,3 BHK,1482.0,3.0,1.0,110.0
9208,type_I,Ready To Move,Jakkur,3 BHK,1645.0,3.0,1.0,100.0
9209,type_I,Ready To Move,Hosur Road,1 BHK,460.0,1.0,1.0,21.0
9210,type_I,Ready To Move,Sarjapur  Road,3 BHK,1984.0,4.0,1.0,146.0
9211,type_I,18-Jan,Vasanth nagar,4 BHK,4750.0,6.0,1.0,1102.0
9212,type_I,Ready To Move,Hormavu,2 BHK,1206.0,2.0,1.0,55.0
9213,type_I,Ready To Move,Abbigere,2 BHK,795.0,2.0,1.0,32.54
9214,type_III,Ready To Move,Yelahanka New Town,4 Bedroom,4000.0,2.0,1.0,899.0
9215,type_I,Ready To Move,Kaggadasapura,3 BHK,1485.0,2.0,2.0,70.0
9216,type_I,Ready To Move,Soundarya Layout,2 BHK,900.0,2.0,2.0,27.0
9217,type_I,18-Apr,Thanisandra,2 BHK,1056.0,2.0,1.0,75.0
9218,type_I,Ready To Move,Kambipura,2 BHK,883.0,2.0,1.0,39.0
9219,type_I,Ready To Move,Kannur,3 BHK,1200.0,2.0,1.0,55.0
9220,type_III,Ready To Move,Sanjay nagar,5 Bedroom,1200.0,4.0,0.0,185.0
9221,type_I,19-Jun,Yelahanka,4 BHK,3461.0,,,173.0
9222,type_II,Ready To Move,Kaggadasapura,3 BHK,1710.0,3.0,0.0,60.0
9223,type_I,Ready To Move,Kogilu,2 BHK,1140.0,2.0,2.0,50.66
9224,type_II,Ready To Move,St. John's Road,2 BHK,824.0,2.0,0.0,60.0
9225,type_III,Ready To Move,Ramaswamy Palya - Kammanahalli Main Road,4 Bedroom,1200.0,4.0,0.0,210.0
9226,type_II,Ready To Move,Gollarapalya Hosahalli,2 BHK,861.0,2.0,1.0,34.5
9227,type_I,Ready To Move,Bellandur,5 BHK,4239.0,5.0,2.0,423.0
9228,type_I,Ready To Move,Rachenahalli,4 BHK,3670.0,4.0,3.0,300.0
9229,type_III,Ready To Move,"Annapoorneshwari Layout, JP nagar 7th phase",3 Bedroom,600.0,3.0,1.0,70.0
9230,type_I,18-May,Bommasandra,3 BHK,1260.0,3.0,1.0,49.36
9231,type_I,Ready To Move,Mahadevpura,2 BHK,1260.0,2.0,3.0,57.6
9232,type_III,Ready To Move,Sahakara Nagar,3 Bedroom,1200.0,3.0,3.0,200.0
9233,type_II,Ready To Move,Shampura,1 BHK,375.0,2.0,0.0,26.0
9234,type_I,18-Mar,Hebbal,2 BHK,1162.0,2.0,1.0,59.0
9235,type_I,Ready To Move,Sarjapur  Road,3 BHK,1691.0,3.0,2.0,100.0
9236,type_I,Ready To Move,Mysore Road,2 BHK,883.0,2.0,1.0,45.0
9237,type_I,Ready To Move,Kodihalli,3 BHK,2392.0,4.0,2.0,260.0
9238,type_I,Ready To Move,Choodasandra,3 BHK,1220.0,3.0,1.0,56.0
9239,type_I,Ready To Move,Kaggadasapura,3 BHK,1455.0,3.0,3.0,75.0
9240,type_I,Ready To Move,Uttarahalli,3 BHK,1360.0,2.0,2.0,47.59
9241,type_I,Ready To Move,Channasandra,2 BHK,1010.0,2.0,1.0,36.0
9242,type_I,Ready To Move,Tejaswini Nagar,3 BHK,1550.0,3.0,1.0,59.0
9243,type_I,17-Oct,Sarjapur  Road,3 BHK,1763.25,3.0,3.0,98.0
9244,type_II,Ready To Move,Electronic City Phase II,3 BHK,1790.0,3.0,3.0,100.0
9245,type_I,Ready To Move,Thubarahalli,3 BHK,1584.0,3.0,2.0,101.0
9246,type_I,Ready To Move,Choodasandra,3 BHK,1220.0,3.0,2.0,56.0
9247,type_I,Ready To Move,CV Raman Nagar,2 BHK,1025.0,2.0,2.0,50.0
9248,type_II,Ready To Move,Rajaji Nagar,4 BHK,5000.0,4.0,0.0,375.0
9249,type_II,Ready To Move,Allalasandra,2 BHK,560.0,2.0,1.0,22.0
9250,type_I,Ready To Move,Glass Factory Layout,3 BHK,1450.0,3.0,3.0,65.0
9251,type_II,Ready To Move,Jalahalli East,2 BHK,1035.0,2.0,1.0,42.5
9252,type_I,21-Dec,Talaghattapura,3 BHK,2265.0,3.0,3.0,159.0
9253,type_I,18-Jul,Electronic City,2 BHK,1200.0,2.0,2.0,30.0
9254,type_I,Ready To Move,Kasavanhalli,2 BHK,1200.0,2.0,1.0,50.3
9255,type_I,Ready To Move,Jalahalli,3 BHK,2404.0,3.0,2.0,138.0
9256,type_I,Ready To Move,Yelahanka,2 BHK,1226.0,2.0,2.0,52.71
9257,type_IV,Ready To Move,LB Shastri Nagar,2 BHK,1043.0,2.0,2.0,55.0
9258,type_I,21-Dec,Electronic City,2 BHK,1140.0,2.0,1.0,70.93
9259,type_I,Ready To Move,Kanakpura Road,3 BHK,1570.0,3.0,3.0,64.5
9260,type_I,Ready To Move,Indira Nagar,3 BHK,2070.0,3.0,2.0,225.0
9261,type_I,Ready To Move,Hanumantha Nagar,2 BHK,2400.0,2.0,3.0,125.0
9262,type_I,Ready To Move,Somasundara Palya,2 BHK,1260.0,2.0,1.0,60.0
9263,type_III,Ready To Move,Thyagaraja Nagar,5 Bedroom,570.0,5.0,0.0,80.0
9264,type_III,Ready To Move,Ramagondanahalli,5 Bedroom,9600.0,6.0,1.0,1800.0
9265,type_III,Ready To Move,Bettahalsoor,3 Bedroom,1200.0,3.0,1.0,85.0
9266,type_I,Ready To Move,Balagere,1 BHK,656.0,1.0,1.0,53.0
9267,type_I,18-Jun,Hosa Road,2 BHK,1369.1,2.0,1.0,98.0
9268,type_I,Ready To Move,Konena Agrahara,2 BHK,1075.0,2.0,1.0,57.0
9269,type_I,Ready To Move,Sahakara Nagar,2 BHK,1180.0,2.0,2.0,72.0
9270,type_I,20-Jan,Balagere,2 BHK,1007.0,2.0,1.0,53.0
9271,type_I,18-Feb,Mysore Road,3 BHK,1082.0,2.0,1.0,45.0
9272,type_III,Ready To Move,Gkvk Layout,3 Bedroom,1200.0,4.0,2.0,180.0
9273,type_I,Ready To Move,Rachenahalli,3 BHK,1856.0,3.0,3.0,106.0
9274,type_I,Ready To Move,Hulimavu,3 BHK,1260.0,2.0,1.0,82.0
9275,type_I,Ready To Move,Belathur,2 BHK,1081.0,2.0,1.0,39.0
9276,type_II,Ready To Move,Nayandanahalli,3 BHK,1350.0,2.0,3.0,68.0
9277,type_II,Ready To Move,Bannerghatta Road,3 BHK,1453.0,2.0,2.0,73.0
9278,type_II,18-Jul,Electronic City Phase II,2 BHK,1165.0,2.0,1.0,30.29
9279,type_II,Ready To Move,3rd Block Jayanagar,2 BHK,1000.0,2.0,1.0,130.0
9280,type_I,Ready To Move,AECS Layout,2 BHK,1135.0,2.0,2.0,68.0
9281,type_I,21-Dec,Thanisandra,1 BHK,693.0,1.0,1.0,34.3
9282,type_II,Ready To Move,Kaggadasapura,2 BHK,1150.0,2.0,2.0,45.0
9283,type_I,Ready To Move,Sarjapur  Road,3 BHK,1180.0,2.0,2.0,45.0
9284,type_I,Ready To Move,Whitefield,3 BHK,1405.0,3.0,2.0,58.0
9285,type_II,Ready To Move,Electronic City,3 BHK,1620.0,3.0,2.0,62.0
9286,type_I,18-Jan,Hennur Road,2 BHK,1359.0,2.0,2.0,104.0
9287,type_I,19-Jul,Sarjapur  Road,1 BHK,615.0,1.0,0.0,17.835
9288,type_II,Ready To Move,1st Phase JP Nagar,4 Bedroom,1900.0,3.0,1.0,400.0
9289,type_I,Ready To Move,7th Phase JP Nagar,3 BHK,2100.0,3.0,2.0,200.0
9290,type_I,Ready To Move,Electronic City Phase II,2 BHK,1219.0,2.0,1.0,61.26
9291,type_II,Ready To Move,KR Puram,1 BHK,714.0,1.0,1.0,28.0
9292,type_III,Ready To Move,Yelahanka,4 Bedroom,3206.0,5.0,,270.0
9293,type_I,Ready To Move,Channasandra,3 BHK,1310.0,2.0,2.0,45.0
9294,type_I,18-Apr,Varthur,2 BHK,1120.0,2.0,2.0,44.24
9295,type_I,19-Dec,Thanisandra main road,2 BHK,1804.0,2.0,1.0,285.0
9296,type_II,Ready To Move,Yelahanka,2 BHK,845.0,2.0,2.0,43.0
9297,type_I,Ready To Move,Attibele,2 BHK,1174.0,2.0,1.0,29.35
9298,type_I,Ready To Move,Whitefield,2 BHK,1095.0,2.0,1.0,35.0
9299,type_I,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1608.0,3.0,3.0,54.51
9300,type_I,18-Aug,Ramagondanahalli,2 BHK,1235.0,2.0,1.0,49.3
9301,type_III,Ready To Move,Malleshpalya,3 Bedroom,1200.0,3.0,1.0,149.0
9302,type_I,19-Jul,Kanakpura Road,3 BHK,1703.0,3.0,2.0,126.0
9303,type_I,Ready To Move,Raghavendra Nagar,3 BHK,2431.0,3.0,1.0,100.0
9304,type_I,Ready To Move,GD Layout,3 BHK,1330.0,2.0,2.0,68.0
9305,type_II,Ready To Move,Gottigere,2 BHK,945.0,2.0,0.0,45.0
9306,type_I,Ready To Move,Kanakpura Road,2 BHK,1430.0,2.0,2.0,78.0
9307,type_II,18-Dec,Bommasandra Industrial Area,2 BHK,1165.0,2.0,1.0,33.64
9308,type_I,Ready To Move,Kothanur,3 BHK,1820.0,3.0,3.0,77.0
9309,type_III,18-Apr,Basaveswarnagar,6 Bedroom,2400.0,4.0,2.0,420.0
9310,type_I,Ready To Move,Kaveri Nagar,1 BHK,750.0,1.0,2.0,25.0
9311,type_III,Ready To Move,Kadugondanahalli,4 Bedroom,915.0,4.0,1.0,54.9
9312,type_I,18-Jul,Hosa Road,2 BHK,1161.0,2.0,1.0,55.15
9313,type_I,Ready To Move,Kaggalipura,1 BHK,700.0,1.0,0.0,38.0
9314,type_I,Ready To Move,Kathriguppe,3 BHK,1335.0,2.0,2.0,73.43
9315,type_III,Ready To Move,Meenakunte,4 Bedroom,4428.0,4.0,2.0,255.0
9316,type_I,Ready To Move,Electronics City Phase 1,3 BHK,1550.0,2.0,2.0,82.0
9317,type_III,Ready To Move,Kothanur,4 Bedroom,3401.0,5.0,,230.0
9318,type_I,Ready To Move,KR Puram,2 BHK,1204.0,2.0,2.0,58.0
9319,type_I,Ready To Move,Jigani,3 BHK,1230.0,3.0,3.0,60.0
9320,type_II,Ready To Move,Sarjapur,2 BHK,1500.0,2.0,2.0,30.0
9321,type_I,Ready To Move,Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,2.0,75.0
9322,type_II,18-Dec,Electronic City,1 BHK,1090.0,2.0,1.0,31.48
9323,type_II,Ready To Move,Bellandur,3 BHK,1450.0,3.0,1.0,68.0
9324,type_I,18-Jun,Yarandahalli,2 BHK,1015.0,2.0,1.0,40.1
9325,type_I,19-Dec,Marathahalli,2 BHK,1146.0,2.0,1.0,69.0
9326,type_I,Ready To Move,Sector 7 HSR Layout,3 BHK,1760.0,3.0,2.0,185.0
9327,type_I,Ready To Move,Rachenahalli,3 BHK,1530.0,2.0,2.0,74.5
9328,type_I,Ready To Move,Ardendale,3 BHK,1728.0,3.0,2.0,95.0
9329,type_I,Ready To Move,Kengeri,2 BHK,1160.0,2.0,2.0,40.61
9330,type_II,Ready To Move,Koramangala,2 BHK,1350.0,2.0,2.0,103.0
9331,type_I,Ready To Move,Marathahalli,4 BHK,2524.0,5.0,2.0,190.0
9332,type_I,18-Apr,Hormavu,3 BHK,1453.0,2.0,2.0,43.58
9333,type_I,Ready To Move,Basavanna Nagar,3 BHK,1645.0,3.0,2.0,95.0
9334,type_III,Ready To Move,Sarjapur  Road,5 Bedroom,1200.0,4.0,1.0,95.0
9335,type_I,Ready To Move,KEB Colony,3 BHK,1500.0,3.0,1.0,90.0
9336,type_II,Ready To Move,Doddathoguru,2 BHK,1050.0,2.0,1.0,32.0
9337,type_III,Ready To Move,BEML Layout,3 Bedroom,1200.0,5.0,,325.0
9338,type_I,Ready To Move,Jigani,2 BHK,943.0,2.0,2.0,49.5
9339,type_III,Ready To Move,Meenakshi Layout,8 Bedroom,1200.0,7.0,0.0,220.0
9340,type_I,Ready To Move,Nagondanahalli,2 BHK,1178.0,2.0,3.0,47.0
9341,type_I,Ready To Move,Kengeri Satellite Town KHB Apartment,3 BHK,1100.0,2.0,2.0,45.0
9342,type_I,Ready To Move,Marsur,2 BHK,497.0,1.0,1.0,25.0
9343,type_I,Ready To Move,Shikaripalya,2 BHK,1025.0,2.0,1.0,39.98
9344,type_I,Ready To Move,Hennur,3 BHK,1340.0,3.0,2.0,54.24
9345,type_I,Ready To Move,Ramamurthy Nagar,3 BHK,1000.0,2.0,1.0,41.0
9346,type_I,Ready To Move,1st Phase JP Nagar,3 BHK,2065.0,4.0,1.0,210.0
9347,type_I,Ready To Move,Whitefield,3 BHK,1431.0,3.0,2.0,85.0
9348,type_I,Ready To Move,Kengeri,2 BHK,725.0,2.0,1.0,30.0
9349,type_II,Ready To Move,Yelahanka,3 BHK,1712.0,3.0,3.0,82.0
9350,type_III,Ready To Move,Indira Nagar,6 Bedroom,2480.0,4.0,1.0,750.0
9351,type_I,18-Aug,Hennur Road,2 BHK,1232.0,2.0,1.0,80.0
9352,type_I,20-Aug,Sarjapur  Road,1 BHK,475.0,1.0,1.0,26.0
9353,type_II,Ready To Move,Yelahanka,3 BHK,1650.0,3.0,3.0,105.0
9354,type_II,Ready To Move,Singasandra,2 BHK,1375.0,2.0,3.0,58.0
9355,type_II,Ready To Move,Vishwapriya Layout,5 Bedroom,2800.0,5.0,3.0,130.0
9356,type_I,Ready To Move,Whitefield,4 BHK,3584.0,4.0,,199.0
9357,type_I,19-Dec,Yelahanka,3 BHK,1721.0,3.0,3.0,80.86
9358,type_II,Ready To Move,BTM 2nd Stage,2 BHK,1280.0,2.0,2.0,80.0
9359,type_I,21-Dec,Kanakpura Road,2 BHK,900.0,2.0,1.0,46.0
9360,type_I,19-Sep,Chandapura,1 BHK,520.0,1.0,1.0,14.04
9361,type_II,Ready To Move,Grihalakshmi Layout,5 Bedroom,24.0,2.0,2.0,150.0
9362,type_III,Ready To Move,Hulimavu,4 Bedroom,800.0,4.0,,110.0
9363,type_II,Ready To Move,Ulsoor,3 BHK,1340.0,3.0,0.0,90.0
9364,type_I,Ready To Move,Kanakpura Road,2 BHK,1077.0,2.0,1.0,37.7
9365,type_I,Ready To Move,6th Phase JP Nagar,3 BHK,2040.0,3.0,,200.0
9366,type_I,Ready To Move,Kudlu,2 BHK,1027.0,2.0,1.0,44.0
9367,type_I,Ready To Move,Ambedkar Nagar,2 BHK,1409.0,2.0,2.0,95.0
9368,type_I,Ready To Move,Hegde Nagar,3 BHK,1584.01,3.0,1.0,104.0
9369,type_I,Ready To Move,Padmanabhanagar,2 BHK,1067.0,2.0,2.0,52.0
9370,type_I,Ready To Move,Kanakpura Road,3 BHK,1452.0,3.0,3.0,60.98
9371,type_III,Ready To Move,Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,0.0,220.0
9372,type_III,Ready To Move,CV Raman Nagar,4 Bedroom,1100.0,4.0,2.0,220.0
9373,type_I,21-Dec,Kanakpura Road,1 BHK,525.0,1.0,1.0,26.25
9374,type_I,Ready To Move,Kengeri,2 BHK,750.0,2.0,1.0,38.0
